Name,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,Region,City,State-Province,CategoryName,ItemCost,NumberofItem
Olivia,1978-03-12,S,F,olivia34@adventure-works.com,40000,South,Burlingame,California,,782.99,18
Jesse,1978-11-23,S,M,jesse28@adventure-works.com,40000,West,Bremerton,Washington,,782.99,26
Jacqueline,1934-01-03,M,F,jacqueline41@adventure-works.com,50000,East,Chula Vista,California,,2049.0982,89
Kaylee,1970-05-16,S,F,kaylee26@adventure-works.com,60000,East,Shawnee,British Columbia,,2049.0982,5
Brett,1970-02-03,M,M,brett15@adventure-works.com,60000,South,Bellingham,Washington,,2443.35,11
Thomas,1970-05-12,M,M,thomas42@adventure-works.com,60000,West,Lynnwood,Washington,,2049.0982,40
Charles,1970-09-27,S,M,charles39@adventure-works.com,60000,South,Port Orchard,Washington,,2071.4196,98
Amanda,1970-09-25,S,F,amanda38@adventure-works.com,60000,East,Woodburn,Oregon,,2049.0982,27
Julia,1957-10-04,M,F,julia81@adventure-works.com,30000,South,Redmond,Washington,,2049.0982,100
Angel,1957-11-22,M,M,angel2@adventure-works.com,30000,West,Langley,British Columbia,,1000.4375,60
Megan,1957-07-06,M,F,megan67@adventure-works.com,30000,East,Vancouver,British Columbia,,2049.0982,87
Darren,1957-05-14,M,M,darren13@adventure-works.com,30000,East,Burien,Washington,,2071.4196,99
Brandon,1957-12-18,M,M,brandon30@adventure-works.com,30000,South,Berkeley,California,,2443.35,3
Carlos,1957-05-18,M,M,carlos28@adventure-works.com,30000,West,Los Angeles,California,,2071.4196,44
Jacob,1957-07-20,M,M,jacob13@adventure-works.com,30000,South,Oakland,California,,2071.4196,54
Wyatt,1957-10-12,M,M,wyatt38@adventure-works.com,30000,East,Lincoln Acres,California,,2071.4196,36
Maria,1957-05-23,M,F,maria7@adventure-works.com,30000,South,Sedro Woolley,Washington,,2071.4196,19
Eric,1958-06-18,M,M,eric53@adventure-works.com,30000,West,Daly City,California,,2071.4196,3
Rafael,1959-12-27,M,M,rafael15@adventure-works.com,40000,East,Burlingame,California,,2049.0982,56
Wayne,1959-05-20,M,M,wayne17@adventure-works.com,40000,East,Ballard,Washington,,782.99,49
Craig,1959-05-04,M,M,craig15@adventure-works.com,40000,South,Bellflower,California,,782.99,88
Dana,1959-11-09,M,F,dana16@adventure-works.com,40000,West,Bellingham,Washington,,1000.4375,95
Chase,1959-10-06,M,M,chase9@adventure-works.com,40000,South,Kirkland,Washington,,1000.4375,72
Rebecca,1959-03-25,S,F,rebecca20@adventure-works.com,80000,East,Lemon Grove,California,,2071.4196,96
Wyatt,1960-05-07,M,M,wyatt15@adventure-works.com,40000,South,San Francisco,California,,2071.4196,91
Sebastian,1960-02-17,M,M,sebastian17@adventure-works.com,40000,West,Lincoln Acres,California,,2181.5625,85
Nicholas,1960-12-16,M,M,nicholas18@adventure-works.com,40000,East,Lebanon,Oregon,,2181.5625,90
Erin,1961-01-12,M,F,erin12@adventure-works.com,40000,East,Sedro Woolley,Washington,,2443.35,41
Ann,1961-12-02,M,F,ann12@adventure-works.com,40000,South,Beverly Hills,California,,2049.0982,23
Gabriel,1961-12-01,M,M,gabriel40@adventure-works.com,40000,West,Mill Valley,California,,2071.4196,53
Madeline,1962-02-15,S,F,madeline14@adventure-works.com,80000,South,Burbank,California,,2071.4196,77
Isabel,1962-10-08,S,F,isabel13@adventure-works.com,80000,East,Vancouver,British Columbia,,2049.0982,76
Megan,1962-02-24,S,F,megan19@adventure-works.com,80000,South,Colma,California,,2071.4196,46
Maria,1962-06-25,S,F,maria18@adventure-works.com,80000,West,Newton,British Columbia,,2181.5625,89
Gregory,1962-12-19,M,M,gregory12@adventure-works.com,80000,East,Bellflower,California,,2443.35,34
Alexandra,1962-09-25,S,F,alexandra42@adventure-works.com,80000,East,Santa Monica,California,,782.99,32
Lucas,1962-11-26,S,M,lucas63@adventure-works.com,80000,South,Sedro Woolley,Washington,,2181.5625,37
Anna,1963-05-03,S,F,anna65@adventure-works.com,60000,West,Sooke,British Columbia,,2049.0982,26
Alyssa,1963-02-28,S,F,alyssa50@adventure-works.com,60000,South,Issaquah,Washington,,2071.4196,91
Jesse,1963-12-05,M,M,jesse17@adventure-works.com,60000,East,El Cajon,California,,2443.35,72
Brendan,1972-05-21,S,M,brendan12@adventure-works.com,40000,South,Kirkby,England,,2181.5625,28
Makayla,1971-03-12,S,F,makayla10@adventure-works.com,10000,West,Newcastle upon Tyne,England,,1000.4375,9
Danny,1971-09-22,S,M,danny6@adventure-works.com,10000,East,Saarlouis,Saarland,,2071.4196,83
Bethany,1971-09-03,S,F,bethany12@adventure-works.com,20000,East,Hamburg,Hamburg,,2443.35,18
Maria,1971-08-21,S,F,maria2@adventure-works.com,20000,South,Chatou,Yveline,,782.99,68
Taylor,1971-08-22,S,F,taylor44@adventure-works.com,20000,West,Tremblay-en-France,Seine Saint Denis,,2049.0982,18
Richard,1971-07-17,M,M,richard39@adventure-works.com,20000,South,Leeds,England,,2071.4196,67
Michele,1971-10-18,M,F,michele57@adventure-works.com,20000,East,Courbevoie,Hauts de Seine,,2049.0982,36
Deanna,1971-11-03,S,F,deanna8@adventure-works.com,30000,South,Orleans,Loiret,,2049.0982,72
Ebony,1970-04-21,S,F,ebony5@adventure-works.com,10000,West,Villeneuve-d'Ascq,Nord,,2071.4196,89
Gina,1970-02-20,S,F,gina20@adventure-works.com,20000,East,Oxford,England,,2071.4196,56
Diana,1971-08-10,M,F,diana9@adventure-works.com,40000,East,Dunkerque,Nord,,2181.5625,46
Kathryn,1971-11-19,M,F,kathryn3@adventure-works.com,40000,South,Paris,Seine (Paris),,782.99,91
Eduardo,1971-06-11,M,M,eduardo17@adventure-works.com,40000,West,Ingolstadt,Bayern,,1000.4375,69
Jennifer,1932-04-22,M,F,jennifer65@adventure-works.com,10000,South,Warrington,England,,2071.4196,51
Julie,1970-06-19,M,F,julie21@adventure-works.com,30000,East,Bobigny,Seine Saint Denis,,2443.35,17
Alisha,1970-04-18,M,F,alisha5@adventure-works.com,30000,South,Morangis,Essonne,,2443.35,54
Edwin,1970-10-23,M,M,edwin2@adventure-works.com,30000,West,Grevenbroich,Bayern,,2181.5625,46
Lindsey,1970-11-20,M,F,lindsey8@adventure-works.com,30000,East,Roissy en Brie,Seine et Marne,,2071.4196,48
Tara,1970-02-25,M,F,tara19@adventure-works.com,30000,East,Berlin,Saarland,,2181.5625,40
Jerome,1970-06-10,M,M,jerome4@adventure-works.com,30000,South,Berlin,Hessen,,1000.4375,18
Michele,1969-06-13,S,F,michele44@adventure-works.com,20000,West,Berlin,Hamburg,,2049.0982,89
Raul,1969-08-07,S,M,raul2@adventure-works.com,20000,South,Milton Keynes,England,,2071.4196,99
Marie,1969-05-14,M,F,marie19@adventure-works.com,30000,East,Bobigny,Seine Saint Denis,,782.99,96
Ross,1968-03-16,M,M,ross23@adventure-works.com,10000,South,Eilenburg,Brandenburg,,2071.4196,3
Deborah,1968-01-01,M,F,deborah10@adventure-works.com,20000,West,Warrington,England,,1000.4375,53
Brandi,1968-03-05,S,F,brandi17@adventure-works.com,20000,East,Bonn,Nordrhein-Westfalen,,2443.35,72
Christy,1968-09-28,M,F,christy24@adventure-works.com,30000,East,West Sussex,England,,782.99,61
Angel,1968-06-23,M,M,angel27@adventure-works.com,30000,South,Hof,Bayern,,782.99,21
Victoria,1967-06-25,S,F,victoria58@adventure-works.com,10000,West,Erlangen,Bayern,,2071.4196,77
Glenn,1967-08-19,S,M,glenn17@adventure-works.com,10000,South,Münster,Saarland,,2181.5625,61
Gilbert,1967-01-06,S,M,gilbert27@adventure-works.com,10000,East,Paris,Seine (Paris),,2443.35,22
Kristine,1967-09-01,S,F,kristine20@adventure-works.com,20000,South,London,England,,2181.5625,30
Clayton,1967-09-13,S,M,clayton39@adventure-works.com,20000,West,Paris,Seine (Paris),,2071.4196,73
Troy,1967-06-11,S,M,troy23@adventure-works.com,20000,East,Hof,Bayern,,782.99,17
Mindy,1970-11-02,M,F,mindy7@adventure-works.com,40000,East,Lieusaint,Seine et Marne,,782.99,12
Billy,1970-11-24,M,M,billy13@adventure-works.com,40000,South,Paris,Seine (Paris),,782.99,10
Laura,1970-11-03,M,F,laura18@adventure-works.com,40000,West,London,England,,2071.4196,47
Edwin,1967-08-24,M,M,edwin24@adventure-works.com,30000,South,Suresnes,Hauts de Seine,,2071.4196,55
Julie,1969-09-24,S,F,julie17@adventure-works.com,30000,East,Saint Ouen,Charente-Maritime,,2071.4196,8
Russell,1969-10-23,S,M,russell21@adventure-works.com,30000,South,Frankfurt am Main,Hamburg,,2443.35,97
Lindsey,1968-01-06,S,F,lindsey9@adventure-works.com,30000,West,Paris,Seine (Paris),,2181.5625,4
Carly,1968-05-04,M,F,carly8@adventure-works.com,40000,East,Mühlheim,Hamburg,,1000.4375,16
Sean,1968-11-12,M,M,sean47@adventure-works.com,40000,East,Gateshead,England,,1000.4375,43
Steve,1968-06-24,M,M,steve23@adventure-works.com,40000,South,London,England,,2181.5625,74
Roger,1967-11-14,S,M,roger17@adventure-works.com,30000,West,Metz,Moselle,,1000.4375,27
Sydney,1967-12-21,M,F,sydney75@adventure-works.com,30000,South,Villeneuve-d'Ascq,Nord,,782.99,15
Deanna,1967-09-12,M,F,deanna18@adventure-works.com,40000,East,Frankfurt,Hessen,,2071.4196,5
Adrienne,1967-05-16,M,F,adrienne16@adventure-works.com,40000,South,Hamburg,Hamburg,,782.99,52
Alison,1981-11-24,S,F,alison3@adventure-works.com,20000,West,Solingen,Nordrhein-Westfalen,,2443.35,62
Orlando,1981-11-10,S,M,orlando1@adventure-works.com,20000,East,Stoke-on-Trent,England,,2071.4196,26
Omar,1981-02-06,S,M,omar20@adventure-works.com,20000,East,Boulogne-sur-Mer,Pas de Calais,,2181.5625,78
Rosa,1983-11-12,S,F,rosa22@adventure-works.com,20000,South,Croix,Nord,,1000.4375,73
Tracy,1983-09-07,S,F,tracy6@adventure-works.com,20000,West,Darmstadt,Hessen,,2049.0982,29
Justin,1983-10-16,S,M,justin39@adventure-works.com,20000,South,Darmstadt,Hessen,,782.99,9
Stanley,1983-09-23,S,M,stanley20@adventure-works.com,30000,East,Ingolstadt,Bayern,,2071.4196,47
Kristine,1983-02-18,M,F,kristine10@adventure-works.com,30000,South,W. York,England,,2049.0982,25
Kelli,1967-06-07,M,F,kelli14@adventure-works.com,40000,West,Salzgitter,Hessen,,2049.0982,62
Sheena,1967-04-27,M,F,sheena14@adventure-works.com,40000,East,Liverpool,England,,2181.5625,86
Desiree,1966-09-21,M,F,desiree18@adventure-works.com,40000,East,Dresden,Hessen,,1000.4375,98
Diana,1966-03-04,M,F,diana20@adventure-works.com,40000,South,Dunkerque,Nord,,2071.4196,30
Carl,1966-10-10,M,M,carl19@adventure-works.com,40000,West,London,England,,2443.35,66
Bethany,1982-01-20,S,F,bethany1@adventure-works.com,30000,South,Paris La Defense,Hauts de Seine,,2443.35,62
Hailey,1982-03-26,S,F,hailey40@adventure-works.com,30000,East,Paderborn,Nordrhein-Westfalen,,2071.4196,7
Gabriel,1982-04-24,S,M,gabriel1@adventure-works.com,30000,South,Stoke-on-Trent,England,,2071.4196,11
Garrett,1981-07-22,S,M,garrett14@adventure-works.com,30000,West,Paris,Seine (Paris),,782.99,87
Kelli,1981-10-24,S,F,kelli20@adventure-works.com,30000,East,Berlin,Saarland,,1000.4375,47
Joel,1981-09-23,S,M,joel11@adventure-works.com,30000,East,Oxford,England,,2049.0982,89
Kellie,1981-06-08,S,F,kellie5@adventure-works.com,30000,South,Warrington,England,,2071.4196,74
Joy,1980-11-21,S,F,joy19@adventure-works.com,20000,West,Bobigny,Seine Saint Denis,,2071.4196,62
Rachel,1980-03-04,S,F,rachel63@adventure-works.com,20000,South,Dunkerque,Nord,,1000.4375,79
Ruth,1978-10-25,M,F,ruth9@adventure-works.com,10000,East,Billericay,England,,2181.5625,1
Gloria,1978-09-17,S,F,gloria13@adventure-works.com,10000,South,Paris La Defense,Hauts de Seine,,2181.5625,91
Dustin,1979-04-05,S,M,dustin14@adventure-works.com,30000,West,Versailles,Yveline,,2181.5625,61
Juan,1979-03-19,M,M,juan1@adventure-works.com,40000,East,Billericay,England,,2443.35,87
Emma,1917-09-10,S,F,emma1@adventure-works.com,30000,East,Runcorn,England,,2181.5625,71
Jésus,1977-01-17,S,M,jésus8@adventure-works.com,10000,South,Bonn,Hamburg,,2049.0982,9
Darren,1977-03-06,S,M,darren24@adventure-works.com,20000,West,Salzgitter,Hessen,,2071.4196,21
Maurice,1977-02-15,S,M,maurice18@adventure-works.com,20000,South,West Sussex,England,,782.99,53
Jamie,1977-12-13,S,F,jamie12@adventure-works.com,20000,East,London,England,,782.99,23
Luke,1977-07-06,S,M,luke4@adventure-works.com,30000,South,Chatou,Yveline,,782.99,66
Erin,1981-03-12,S,F,erin14@adventure-works.com,40000,West,Newton,British Columbia,,782.99,87
Joan,1952-10-04,M,F,joan17@adventure-works.com,10000,East,Matraville,New South Wales,,2071.4196,78
Caleb,1981-02-21,M,M,caleb43@adventure-works.com,30000,East,Everett,Washington,,2049.0982,14
Natalie,1981-12-12,S,F,natalie9@adventure-works.com,30000,South,Oregon City,Oregon,,782.99,11
Kristen,1981-08-25,S,F,kristen10@adventure-works.com,30000,West,Bellflower,California,,1000.4375,14
Jonathan,1981-06-08,M,M,jonathan51@adventure-works.com,60000,South,Downey,California,,782.99,80
Jose,1981-07-06,M,M,jose74@adventure-works.com,60000,East,El Cajon,California,,1000.4375,89
Barbara,1953-03-18,M,F,barbara10@adventure-works.com,20000,South,Gold Coast,Queensland,,2071.4196,38
Seth,1954-05-02,M,M,seth5@adventure-works.com,30000,West,Townsville,Queensland,,2049.0982,87
Sean,1984-12-24,S,M,sean43@adventure-works.com,20000,East,Imperial Beach,California,,2071.4196,51
Lacey,1955-11-26,M,F,lacey10@adventure-works.com,30000,East,Hervey Bay,Queensland,,2443.35,18
Gregory,1955-04-09,M,M,gregory14@adventure-works.com,30000,South,Cranbourne,Victoria,,2049.0982,66
Joel,1955-08-24,M,M,joel4@adventure-works.com,30000,West,St. Leonards,New South Wales,,2071.4196,72
Xavier,1984-05-18,S,M,xavier25@adventure-works.com,70000,South,Santa Cruz,California,,2443.35,37
Francis,1957-10-24,M,M,francis15@adventure-works.com,40000,East,Wollongong,New South Wales,,2443.35,15
Marc,1957-06-14,M,M,marc14@adventure-works.com,40000,South,Milsons Point,New South Wales,,782.99,31
Raul,1957-06-03,M,M,raul8@adventure-works.com,70000,West,Rhodes,New South Wales,,782.99,93
Roy,1958-07-04,M,M,roy12@adventure-works.com,80000,East,Goulburn,New South Wales,,1000.4375,20
Levi,1958-04-15,S,M,levi5@adventure-works.com,80000,East,Bendigo,Victoria,,1000.4375,40
Fernando,1958-02-14,S,M,fernando14@adventure-works.com,80000,South,Sydney,New South Wales,,1000.4375,58
Martha,1958-07-07,S,F,martha12@adventure-works.com,80000,West,Rockhampton,Queensland,,2049.0982,25
Tiffany,1958-08-06,S,F,tiffany15@adventure-works.com,80000,South,Goulburn,New South Wales,,2181.5625,81
Alejandro,1979-11-07,M,M,alejandro31@adventure-works.com,30000,East,Bremerton,Washington,,2181.5625,72
Janet,1979-02-07,S,F,janet30@adventure-works.com,30000,South,Marysville,Washington,,2181.5625,17
Sam,1979-06-27,S,F,sam2@adventure-works.com,30000,West,Chula Vista,California,,782.99,29
Sophia,1979-12-18,M,F,sophia15@adventure-works.com,60000,East,Palo Alto,California,,782.99,94
Margaret,1978-09-16,S,F,margaret5@adventure-works.com,30000,East,Lincoln Acres,California,,782.99,83
Samuel,1978-01-08,M,M,samuel29@adventure-works.com,30000,South,Victoria,British Columbia,,2049.0982,98
Shelby,1958-03-11,M,F,shelby10@adventure-works.com,30000,West,Woodburn,Oregon,,2071.4196,47
Justin,1958-08-02,M,M,justin44@adventure-works.com,30000,South,Yakima,Washington,,2443.35,49
Wyatt,1959-05-10,M,M,wyatt13@adventure-works.com,40000,East,Spring Valley,California,,1000.4375,88
Joshua,1959-05-02,M,M,joshua2@adventure-works.com,40000,South,Oakland,California,,782.99,32
Melanie,1959-03-03,M,F,melanie32@adventure-works.com,40000,West,Langley,British Columbia,,782.99,31
Shawna,1959-05-11,M,F,shawna7@adventure-works.com,40000,East,Chula Vista,California,,2049.0982,9
Jenna,1959-07-19,M,F,jenna23@adventure-works.com,40000,East,Oak Bay,British Columbia,,2181.5625,19
Isabelle,1959-07-09,M,F,isabelle5@adventure-works.com,40000,South,Cliffside,British Columbia,,2181.5625,37
Emily,1959-06-01,S,F,emily2@adventure-works.com,80000,West,Beaverton,Oregon,,2443.35,91
Lauren,1959-11-08,S,F,lauren20@adventure-works.com,80000,South,Renton,Washington,,782.99,54
Isabel,1960-08-26,M,F,isabel9@adventure-works.com,40000,East,Everett,Washington,,1000.4375,23
Molly,1960-01-26,M,F,molly17@adventure-works.com,40000,South,Cliffside,British Columbia,,1000.4375,50
Caleb,1960-03-14,M,M,caleb18@adventure-works.com,40000,West,Concord,California,,2071.4196,59
Vanessa,1961-08-05,M,F,vanessa17@adventure-works.com,40000,East,Lincoln Acres,California,,2071.4196,25
Sara,1961-04-22,M,F,sara23@adventure-works.com,40000,East,Kirkland,Washington,,2049.0982,47
Edward,1961-12-15,M,M,edward17@adventure-works.com,40000,South,Woodburn,Oregon,,2443.35,86
Gabriella,1961-08-23,M,F,gabriella42@adventure-works.com,40000,West,Spring Valley,California,,2071.4196,92
Maria,1961-12-07,M,F,maria61@adventure-works.com,40000,South,Bellingham,Washington,,2049.0982,56
Jordan,1962-09-25,S,F,jordan44@adventure-works.com,80000,East,Los Angeles,California,,2071.4196,59
Hailey,1962-03-18,S,F,hailey56@adventure-works.com,80000,South,Woodburn,Oregon,,1000.4375,35
Marc,1962-09-25,M,M,marc9@adventure-works.com,80000,West,Colma,California,,782.99,89
Mariah,1962-10-24,S,F,mariah28@adventure-works.com,80000,East,Shawnee,British Columbia,,782.99,66
Kayla,1962-06-03,S,F,kayla5@adventure-works.com,80000,East,Burien,Washington,,2071.4196,18
Jennifer,1962-06-03,S,F,jennifer33@adventure-works.com,80000,South,Tacoma,Washington,,2049.0982,2
Brian,1962-04-27,S,M,brian14@adventure-works.com,80000,West,Redwood City,California,,2071.4196,59
Jada,1963-05-23,S,F,jada12@adventure-works.com,60000,South,Newport Beach,California,,2443.35,66
James,1963-12-17,M,M,james62@adventure-works.com,60000,East,Santa Cruz,California,,2071.4196,95
Philip,1972-09-15,S,M,philip7@adventure-works.com,20000,South,York,England,,2049.0982,43
Douglas,1972-10-25,M,M,douglas7@adventure-works.com,20000,West,Berks,England,,782.99,74
Jay,1972-11-26,M,M,jay41@adventure-works.com,30000,East,Paris,Seine (Paris),,1000.4375,32
Arturo,1972-10-04,S,M,arturo26@adventure-works.com,30000,East,Berlin,Saarland,,1000.4375,61
Mario,1972-02-26,S,M,mario17@adventure-works.com,30000,South,Offenbach,Saarland,,2049.0982,53
Sergio,1972-11-04,S,M,sergio0@adventure-works.com,30000,West,Verrieres Le Buisson,Essonne,,2181.5625,90
Kari,1972-10-09,M,F,kari12@adventure-works.com,40000,South,Colomiers,Garonne (Haute),,2181.5625,50
Xavier,1972-07-13,M,M,xavier41@adventure-works.com,40000,East,Tremblay-en-France,Seine Saint Denis,,2049.0982,51
Bryan,1971-06-07,S,M,bryan14@adventure-works.com,10000,South,Lille,Nord,,2049.0982,32
Tara,1971-12-08,M,F,tara12@adventure-works.com,10000,West,Paris,Seine (Paris),,782.99,67
Keith,1971-04-17,S,M,keith21@adventure-works.com,10000,East,Mühlheim,Hamburg,,2049.0982,39
Andy,1971-04-14,M,M,andy14@adventure-works.com,20000,East,Berlin,Nordrhein-Westfalen,,2181.5625,26
Emmanuel,1971-12-14,S,M,emmanuel10@adventure-works.com,20000,South,Roubaix,Nord,,782.99,80
Arturo,1971-10-17,S,M,arturo29@adventure-works.com,30000,West,Frankfurt,Hessen,,1000.4375,53
Theodore,1971-03-10,M,M,theodore18@adventure-works.com,30000,South,Pantin,Seine Saint Denis,,782.99,80
Margaret,1971-09-09,S,F,margaret21@adventure-works.com,30000,East,London,England,,2049.0982,73
Alexander,1971-10-03,S,M,alexander18@adventure-works.com,30000,South,Oxford,England,,2181.5625,48
Byron,1970-10-19,M,M,byron13@adventure-works.com,20000,West,Paris La Defense,Hauts de Seine,,2443.35,72
Raul,1971-07-06,M,M,raul14@adventure-works.com,40000,East,Paris,Seine (Paris),,2181.5625,77
Adriana,1971-04-08,M,F,adriana6@adventure-works.com,40000,East,Berks,England,,2181.5625,6
Dakota,1971-11-14,M,M,dakota4@adventure-works.com,40000,South,Oxford,England,,2443.35,75
Colleen,1970-03-04,M,F,colleen10@adventure-works.com,30000,West,Milton Keynes,England,,2443.35,32
Arthur,1969-02-08,M,M,arthur9@adventure-works.com,30000,South,Paris,Seine (Paris),,2049.0982,64
Ebony,1969-10-17,M,F,ebony29@adventure-works.com,30000,East,Berlin,Saarland,,2181.5625,14
Joy,1968-10-19,S,F,joy11@adventure-works.com,10000,South,Warrington,England,,2049.0982,7
Stanley,1968-08-21,S,M,stanley22@adventure-works.com,10000,West,Offenbach,Saarland,,2071.4196,68
Leah,1968-06-11,S,F,leah13@adventure-works.com,10000,East,Croix,Nord,,2049.0982,27
Julia,1935-05-07,M,F,julia14@adventure-works.com,10000,East,Bottrop,Nordrhein-Westfalen,,2071.4196,62
Kelly,1968-06-17,S,F,kelly17@adventure-works.com,10000,South,Darmstadt,Hessen,,2071.4196,44
Andre,1968-06-17,S,M,andre3@adventure-works.com,20000,West,Tremblay-en-France,Seine Saint Denis,,2443.35,9
Brian,1968-05-17,S,M,brian28@adventure-works.com,30000,South,Villeneuve-d'Ascq,Nord,,2071.4196,86
Noah,1968-09-01,S,M,noah15@adventure-works.com,30000,East,Bury,England,,2071.4196,63
Katrina,1967-08-26,S,F,katrina16@adventure-works.com,10000,South,Paris,Seine (Paris),,782.99,14
Lacey,1967-06-23,M,F,lacey38@adventure-works.com,20000,West,Frankfurt,Bayern,,2181.5625,98
Eddie,1967-11-19,S,M,eddie8@adventure-works.com,20000,East,Reading,England,,782.99,58
Natasha,1967-10-10,S,F,natasha3@adventure-works.com,20000,East,Suresnes,Hauts de Seine,,1000.4375,95
Kurt,1967-03-27,S,M,kurt4@adventure-works.com,20000,South,Saarbrücken,Saarland,,2071.4196,29
Sergio,1937-05-23,S,M,sergio8@adventure-works.com,10000,West,Les Ulis,Essonne,,2071.4196,34
Brandi,1970-07-18,M,F,brandi3@adventure-works.com,40000,South,Paris,Seine (Paris),,2443.35,84
Lisa,1970-02-15,M,F,lisa15@adventure-works.com,40000,East,Roissy en Brie,Seine et Marne,,782.99,46
Jorge,1970-07-11,M,M,jorge11@adventure-works.com,40000,South,Saint Ouen,Somme,,782.99,66
Kendra,1970-03-15,S,F,kendra8@adventure-works.com,60000,West,Watford,England,,2049.0982,69
Ryan,1967-03-28,S,M,ryan6@adventure-works.com,20000,East,Bury,England,,2049.0982,10
Jaclyn,1966-10-16,M,F,jaclyn29@adventure-works.com,30000,East,Saarlouis,Saarland,,2049.0982,57
Franklin,1969-08-07,S,M,franklin34@adventure-works.com,30000,South,Paris,Seine (Paris),,782.99,76
Jermaine,1969-09-03,S,M,jermaine18@adventure-works.com,30000,West,Paris,Seine (Paris),,2049.0982,48
John,1968-08-08,S,M,john35@adventure-works.com,30000,South,Chatou,Yveline,,2049.0982,100
Mathew,1968-05-27,M,M,mathew8@adventure-works.com,30000,East,Paris,Seine (Paris),,2181.5625,23
Taylor,1968-10-04,M,F,taylor9@adventure-works.com,40000,South,Neunkirchen,Saarland,,2049.0982,25
Steven,1968-07-09,M,M,steven18@adventure-works.com,40000,West,Newcastle upon Tyne,England,,2071.4196,55
Ethan,1967-08-15,S,M,ethan1@adventure-works.com,30000,East,Roubaix,Nord,,2181.5625,78
Jésus,1981-10-24,S,M,jésus10@adventure-works.com,20000,East,London,England,,2049.0982,4
Kaitlin,1980-07-17,M,F,kaitlin6@adventure-works.com,10000,South,Paris,Seine (Paris),,2071.4196,51
Dawn,1983-10-26,S,F,dawn25@adventure-works.com,20000,West,Paris,Seine (Paris),,782.99,72
Jimmy,1983-12-04,S,M,jimmy2@adventure-works.com,20000,South,Paris,Seine (Paris),,2071.4196,13
Jason,1983-03-12,M,M,jason45@adventure-works.com,20000,East,Darmstadt,Hessen,,2049.0982,67
Luke,1983-08-27,S,M,luke40@adventure-works.com,30000,South,Frankfurt,Hessen,,2049.0982,45
Dawn,1983-03-08,S,F,dawn17@adventure-works.com,30000,West,Gloucestershire,England,,2181.5625,44
Erika,1967-10-23,M,F,erika15@adventure-works.com,40000,East,Runcorn,England,,2443.35,62
Caitlin,1966-06-13,S,F,caitlin10@adventure-works.com,30000,East,Bury,England,,8.99,13
Kristine,1966-05-12,M,F,kristine8@adventure-works.com,30000,South,Reading,England,,1214.85,15
Kate,1966-12-09,M,F,kate17@adventure-works.com,40000,West,Runcorn,England,,34.99,71
Cheryl,1966-02-02,M,F,cheryl2@adventure-works.com,40000,South,Kiel,Saarland,,2319.99,54
Casey,1982-02-14,S,M,casey39@adventure-works.com,30000,East,Bracknell,England,,9.99,70
Rebekah,1981-08-15,S,F,rebekah31@adventure-works.com,30000,South,Lille,Nord,,4.99,55
Karl,1981-09-05,S,M,karl0@adventure-works.com,30000,West,Mühlheim,Hamburg,,2443.35,82
Cassie,1981-11-21,S,F,cassie4@adventure-works.com,30000,East,Birmingham,England,,32.6,19
Mayra,1981-04-09,S,F,mayra1@adventure-works.com,30000,East,Warrington,England,,3.99,61
Marco,1981-06-05,M,M,marco0@adventure-works.com,30000,South,West Sussex,England,,159.0,27
Deb,1915-08-13,M,F,deb3@adventure-works.com,10000,West,Saint Germain en Laye,Yveline,,2443.35,5
Larry,1979-07-13,S,M,larry12@adventure-works.com,20000,South,Hamburg,Hamburg,,8.99,67
Kathleen,1980-02-19,S,F,kathleen2@adventure-works.com,20000,East,Braunschweig,Nordrhein-Westfalen,,4.99,74
Michele,1980-12-19,S,F,michele37@adventure-works.com,30000,South,Hamburg,Hessen,,34.99,3
Carolyn,1980-04-17,M,F,carolyn2@adventure-works.com,30000,West,Cheltenham,England,,49.99,50
Jodi,1980-11-17,S,F,jodi5@adventure-works.com,30000,East,York,England,,2443.35,60
Rosa,1980-02-06,S,F,rosa7@adventure-works.com,30000,East,York,England,,3.99,34
Marissa,1979-04-17,S,F,marissa14@adventure-works.com,20000,South,Hamburg,Hamburg,,32.6,76
Anna,1979-10-22,S,F,anna10@adventure-works.com,20000,West,Bottrop,Nordrhein-Westfalen,,34.99,86
Alan,1978-05-18,S,M,alan8@adventure-works.com,10000,South,Milton Keynes,England,,1700.99,88
Kara,1978-11-01,S,F,kara17@adventure-works.com,20000,East,Billericay,England,,49.99,4
Alisha,1978-06-15,S,F,alisha32@adventure-works.com,20000,South,Darmstadt,Hessen,,1700.99,60
Ronald,1978-09-08,S,M,ronald10@adventure-works.com,20000,West,Lancaster,England,,49.99,68
Orlando,1979-11-18,S,M,orlando12@adventure-works.com,30000,East,Paris,Seine (Paris),,2319.99,69
Michele,1979-11-19,S,F,michele4@adventure-works.com,30000,East,Roncq,Nord,,35.0,73
Wesley,1979-11-09,M,M,wesley17@adventure-works.com,40000,South,Stoke-on-Trent,England,,4.99,51
Vanessa,1917-08-17,M,F,vanessa23@adventure-works.com,10000,West,Chatou,Yveline,,34.99,79
Olivia,1978-03-14,S,F,olivia17@adventure-works.com,20000,South,Paris,Seine (Paris),,742.35,44
Dawn,1977-03-03,S,F,dawn37@adventure-works.com,10000,East,Berlin,Hamburg,,28.99,49
Jay,1977-04-21,M,M,jay46@adventure-works.com,10000,South,Kassel,Hessen,,4.99,37
